"institution_id","institution_name","country","country_code","latitude","longitude","type","qs_ranking_2024","region","research_output_score"
"I13897259","Universidad Andrés Bello","Chile","CL","-33.456939697265625","-70.64826965332031","education","100.0","South America","100.0"
"I4210094772","Henan University of Engineering","China","CN","34.62320709228516","113.69159698486328","education","100.0","Asia","100.0"
"I4210122384","Beijing Municipal Ecology and Environment Bureau","China","CN","39.907501220703125","116.39723205566406","government","100.0","Asia","100.0"
"I2802742124","John Radcliffe Hospital","United Kingdom","GB","51.7638053894043","-1.21875","healthcare","100.0","Europe","100.0"
"I4210092888","Changchun Institute of Applied Chemistry","China","CN","43.880001068115234","125.3227767944336","facility","100.0","Asia","100.0"
"I2802089456","Analytical Services","United States","US","38.88233184814453","-77.17108917236328","nonprofit","100.0","North America","100.0"
"I151727225","Harbin Engineering University","China","CN","45.75","126.6500015258789","education","100.0","Asia","100.0"
"I10180231","National Authority for Remote Sensing and Space Sciences","Egypt","EG","30.12917137145996","31.381498336791992","government","132.0","Africa","98.37"
"I90344618","Medical Research Council","United Kingdom","GB","51.50852966308594","-0.1257400065660476","other","100.0","Europe","100.0"
"I885507782","East West University","Bangladesh","BD","23.710399627685547","90.40744018554688","education","100.0","Asia","100.0"
"I4210097286","Hwa Chong Institution","Singapore","SG","1.3258583545684814","103.80428314208984","education","","Asia","17.32"
"I4210091170","Euskadiko Parke Teknologikoa","Spain","ES","43.30543899536133","-2.881160020828247","archive","100.0","Europe","100.0"
"I4387152555","STIKOM Tunas Bangsa","","","2.9595000743865967","99.0687026977539","other","","","55.23"
"I15807432","Osaka Prefecture University","Japan","JP","34.58332824707031","135.4666748046875","education","100.0","Asia","100.0"
"I107077323","Worcester Polytechnic Institute","United States","US","42.26258850097656","-71.80229187011719","education","100.0","North America","100.0"
"I4210132444","Systems, Applications & Products in Data Processing (Germany)","Germany","DE","49.29384613037109","8.641611099243164","company","100.0","Europe","100.0"
"I167027274","Nanjing Forestry University","China","CN","32.061668395996094","118.77777862548828","education","100.0","Asia","100.0"
"I70931966","Université de Montréal","Canada","CA","45.50883865356445","-73.58780670166016","education","100.0","North America","100.0"
"I99613584","National Taipei University","Taiwan","TW","24.94261741638184","121.36837768554688","education","100.0","Asia","100.0"
"I112982808","Universiti Sains Islam Malaysia","Malaysia","MY","2.803299903869629","101.79720306396484","education","100.0","Asia","100.0"
"I2802014819","Government of Gujarat","India","IN","23.29119300842285","72.56761169433594","government","758.0","Asia","77.16"
"I2801748203","Hammersmith Hospital","United Kingdom","GB","51.516361236572266","-0.2374989986419677","healthcare","1.0","Europe","100.0"
"I150314799","International Food Policy Research Institute","United States","US","38.90325546264648","-77.04644775390625","nonprofit","100.0","North America","100.0"
"I146429904","Incheon National University","South Korea","KR","37.37529373168945","126.6330108642578","education","100.0","Asia","100.0"
"I4210135511","AlbaNova","Sweden","SE","59.35344696044922","18.05780029296875","facility","100.0","Europe","100.0"
"I4210125881","National Indigenous Organization of Colombia","Colombia","CO","4.598916053771973","-74.07195281982422","nonprofit","","South America","6.13"
"I200576644","HRL Laboratories (United States)","United States","US","34.0257682800293","-118.78040313720705","company","100.0","North America","100.0"
"I142637625","Okinawa Institute of Science and Technology Graduate University","Japan","JP","26.475950241088867","127.852783203125","education","100.0","Asia","100.0"
"I119942284","Missouri State University","United States","US","37.215328216552734","-93.2982406616211","education","100.0","North America","100.0"
"I4750791","Henan Agricultural University","China","CN","34.75777816772461","113.64861297607422","education","100.0","Asia","100.0"
"I1314696892","Fermi National Accelerator Laboratory","United States","US","41.85002899169922","-88.31256866455078","facility","100.0","North America","100.0"
"I1299303238","National Institutes of Health","United States","US","38.98067092895508","-77.10025787353516","government","100.0","North America","100.0"
"I4210141120","Sorbonne University Abu Dhabi","United Arab Emirates","AE","24.489465713500977","54.41202163696289","education","100.0","Asia","100.0"
"I4210109676","Institute of Water Problems","Russia","RU","55.752220153808594","37.61555862426758","facility","100.0","Europe","100.0"
"I4210105595","Institute of Art","Poland","PL","52.24782943725586","21.005054473876957","facility","100.0","Europe","100.0"
"I26999989","University of the Free State","South Africa","ZA","-29.121070861816406","26.214000701904297","education","100.0","Africa","100.0"
"I4210160222","Liaocheng People's Hospital","China","CN","36.45780944824219","115.97923278808594","healthcare","100.0","Asia","100.0"
"I68649149","University of Malakand","Pakistan","PK","34.565608978271484","71.93042755126953","education","100.0","Asia","100.0"
"I96036126","Kumamoto University","Japan","JP","32.81388854980469","130.72805786132812","education","100.0","Asia","100.0"
"I4210123211","Istituto delle Scienze Neurologiche di Bologna","Italy","IT","44.465816497802734","11.390021324157717","facility","100.0","Europe","100.0"
"I36258959","University of California, San Diego","United States","US","32.7157096862793","-117.16471862792967","education","100.0","North America","100.0"
"I1287521167","Lockheed Martin (United States)","United States","US","38.98067092895508","-77.10025787353516","company","100.0","North America","100.0"
"I1313323035","Russian Academy of Sciences","Russia","RU","55.752220153808594","37.61555862426758","other","100.0","Europe","100.0"
"I118036225","Istanbul Bilgi University","Turkey","TR","41.01383972167969","28.94965934753418","education","100.0","Asia","100.0"
"I5740404","Tianjin Medical University","China","CN","39.14221954345703","117.17666625976562","education","100.0","Asia","100.0"
"I36152291","Henan University of Technology","China","CN","34.75777816772461","113.64861297607422","education","100.0","Asia","100.0"
"I4210104573","CMR University","India","IN","12.97194004058838","77.59368896484375","education","100.0","Asia","100.0"
"I4210087515","INTRASOFT International (Greece)","Greece","GR","37.94252014160156","23.870147705078125","company","","Europe","4.32"
"I132877587","Bangabandhu Sheikh Mujibur Rahman Science and Technology University","Bangladesh","BD","23.22348022460937","90.06040954589844","education","100.0","Asia","100.0"
"I308837","Suzhou University of Science and Technology","China","CN","31.304079055786133","120.59538269042967","education","100.0","Asia","100.0"
"I3121987637","National University of the Littoral","Argentina","AR","-31.63444328308105","-60.70527648925781","education","100.0","South America","100.0"
"I11944219","Universidad de La Frontera","Chile","CL","-38.73965072631836","-72.59841918945312","education","100.0","South America","100.0"
"I197681013","Université Paris-Est Créteil","France","FR","48.79265975952149","2.4656898975372314","education","100.0","Europe","100.0"
"I4210095018","National Center for Mathematics and Interdisciplinary Sciences","China","CN","39.907501220703125","116.39723205566406","facility","357.0","Asia","89.75"
"I187792471","Ionian University","Greece","GR","39.62440872192383","19.9201602935791","education","100.0","Europe","100.0"
"I1285204247","Cincinnati Children's Hospital Medical Center","United States","US","39.14048767089844","-84.50108337402344","healthcare","100.0","North America","100.0"
"I2800935791","UC San Diego Health System","United States","US","32.7157096862793","-117.16471862792967","healthcare","100.0","North America","100.0"
"I4210148639","Wuhan Engineering Science & Technology Institute","China","CN","30.583330154418945","114.26667022705078","facility","100.0","Asia","100.0"
"I60054993","Graphic Era University","India","IN","30.32443046569824","78.03392028808594","education","100.0","Asia","100.0"
"I115455960","Centre for Quantum Technologies","Singapore","SG","1.2974610328674316","103.7802963256836","facility","37.0","Asia","100.0"
"I4210090176","Institute of Computing Technology","China","CN","39.907501220703125","116.39723205566406","facility","100.0","Asia","100.0"
"I119234918","University of Northern Iowa","United States","US","42.52775955200195","-92.44547271728516","education","100.0","North America","100.0"
"I4210147181","Harvard Vanguard Medical Associates","United States","US","42.345359802246094","-71.10070037841797","nonprofit","4.0","North America","74.68"
"I4210085913","Frumkin Institute of Physical Chemistry and Electrochemistry","Russia","RU","55.71264266967773","37.58952713012695","facility","100.0","Europe","100.0"
"I4210148201","Ho Chi Minh City University of Technology and Education","Vietnam","VN","10.823019981384276","106.62964630126952","education","100.0","Asia","100.0"
"I4210160997","Inje University Seoul Paik Hospital","South Korea","KR","37.5651741027832","126.98883056640624","healthcare","100.0","Asia","100.0"
"I129364015","Partners In Health","United States","US","42.358428955078125","-71.05976867675781","nonprofit","100.0","North America","100.0"
"I4210091772","Max Planck Institute for Extraterrestrial Physics","Germany","DE","48.26166534423828","11.671667098999023","facility","100.0","Europe","100.0"
"I166775468","Slovak Medical University","Slovakia","SK","48.14815902709961","17.106740951538086","education","100.0","Europe","100.0"
"I4210109332","Lundin (Norway)","Norway","NO","59.90993881225586","10.63545036315918","company","","Europe","15.34"
"I4537092","Addis Ababa University","Ethiopia","ET","9.024970054626465","38.74689102172852","education","100.0","Africa","100.0"
"I4210113932","Materials Systems (United States)","United States","US","42.55690383911133","-71.48072814941406","company","131.0","North America","98.44"
"I213512949","T A Pai Management Institute","India","IN","13.32461166381836","74.80316162109375","education","","Asia","57.05"
"I74413500","University of Windsor","Canada","CA","42.300079345703125","-83.01654052734375","education","100.0","North America","100.0"
"I173759888","Hunan Normal University","China","CN","28.198740005493164","112.97087097167967","education","100.0","Asia","100.0"
"I4210136471","FC Barcelona","Spain","ES","41.38442993164063","2.1683249473571777","other","100.0","Europe","100.0"
"I4210149577","ESCP Business School","France","FR","48.85340881347656","2.34879994392395","education","100.0","Europe","100.0"
"I4210145636","IBM (Spain)","Spain","ES","40.44400405883789","-3.666095018386841","company","","Europe","12.77"
"I4210114105","Tsinghua–Berkeley Shenzhen Institute","China","CN","22.54553985595703","114.06829833984376","facility","10.0","Asia","100.0"
"I205984670","Czech University of Life Sciences Prague","Czech Republic","CZ","50.08803939819336","14.42076015472412","education","100.0","Europe","100.0"
"I4210165649","China Coal Research Institute (China)","China","CN","39.907501220703125","116.39723205566406","company","100.0","Asia","100.0"
"I4210107297","Clinical Practice Research Datalink","United Kingdom","GB","51.504669189453125","-0.0218630004674196","government","","Europe","29.76"
"I4210089311","Yanan University Affiliated Hospital","China","CN","36.62075805664063","109.52863311767578","healthcare","100.0","Asia","100.0"
"I90259746","Capital University of Economics and Business","China","CN","39.907501220703125","116.39723205566406","education","100.0","Asia","100.0"
"I4210113248","Indian Institute of Technology Palakkad","India","IN","10.773189544677734","76.6536636352539","facility","100.0","Asia","100.0"
"I186995768","Università degli studi di Cassino e del Lazio Meridionale","Italy","IT","41.48580932617188","13.828350067138672","education","100.0","Europe","100.0"
"I4210090124","Tecnológico Nacional de México","Mexico","MX","19.428470611572266","-99.1276626586914","other","100.0","North America","100.0"
"I4210086933","NYU Langone Health","United States","US","40.71427154541016","-74.00596618652344","healthcare","39.0","North America","100.0"
"I28022161","King Saud University","Saudi Arabia","SA","24.68773078918457","46.72185134887695","education","100.0","Asia","100.0"
"I4210140030","Eastman Chemical Company (United States)","United States","US","36.548431396484375","-82.56182098388672","company","100.0","North America","100.0"
"I2800368429","Hawkeye Community College","United States","US","42.431427001953125","-92.32716369628906","education","","North America","6.04"
"I4210109085","University of Information Technology and Management in Rzeszow","Poland","PL","50.04132080078125","21.99901008605957","education","100.0","Europe","100.0"
"I4210141849","National Administration of Surveying, Mapping and Geoinformation of China","China","CN","39.907501220703125","116.39723205566406","government","100.0","Asia","100.0"
"I888729015","University of Colorado Colorado Springs","United States","US","38.83388137817383","-104.82135772705078","education","100.0","North America","100.0"
"I4387152122","Gaziantep İslam Bilim ve Teknoloji Üniversitesi","","","37.05944061279297","37.38249969482422","education","","","38.95"
"I4210093460","Sixth Affiliated Hospital of Sun Yat-sen University","China","CN","23.15434455871582","113.32347106933594","healthcare","100.0","Asia","100.0"
"I71675930","Frankfurt School of Finance & Management","Germany","DE","50.11001968383789","8.69762897491455","education","100.0","Europe","100.0"
"I1295562517","Naturalis Biodiversity Center","Netherlands","NL","52.158329010009766","4.493060111999512","archive","100.0","Europe","100.0"
"I2800868911","Ara Institute of Canterbury","New Zealand","NZ","-43.533329010009766","172.63333129882812","education","","Oceania","55.01"
"I4210092024","Institut d'Estudis Espacials de Catalunya","Spain","ES","41.388790130615234","2.158989906311035","facility","100.0","Europe","100.0"
"I4210152770","Kano State University of Technology","Nigeria","NG","11.809370040893556","8.844220161437988","education","478.0","Africa","85.71"
"I146620803","Wenzhou University","China","CN","27.999420166015625","120.66681671142578","education","100.0","Asia","100.0"
"I4210139220","Cipher Gene (China)","China","CN","39.98392868041992","116.31535339355467","company","","Asia","28.79"
"I1323065761","Statistics Finland","Finland","FI","60.18831253051758","24.97491455078125","other","100.0","Europe","100.0"
"I4210135996","Institut Agro Dijon","France","FR","47.31666946411133","5.016670227050781","other","100.0","Europe","100.0"
"I75256744","Tennessee State University","United States","US","36.16588973999024","-86.78443908691406","education","100.0","North America","100.0"
"I177933477","Second Military Medical University","China","CN","31.22221946716309","121.45806121826172","education","100.0","Asia","100.0"
"I3131024953","Kardan University","Afghanistan","AF","34.54961013793945","69.1526870727539","education","","Asia","24.01"
"I155028946","Tribhuvan University","Nepal","NP","27.701690673828125","85.32060241699219","education","100.0","Asia","100.0"
"I125532205","American Medical Informatics Association","United States","US","38.98335647583008","-77.0947494506836","nonprofit","","North America","21.05"
"I4210103901","Advantest (Japan)","Japan","JP","35.68411636352539","139.7664031982422","company","","Asia","27.26"
"I4210094618","CT Group Of Institutions","India","IN","31.32714080810547","75.59169006347656","education","100.0","Asia","100.0"
"I150729083","Universidade de Brasília","Brazil","BR","-15.779720306396484","-47.92972183227539","education","100.0","South America","100.0"
"I141103825","Nanchang Institute of Technology","China","CN","28.6839599609375","115.85305786132812","education","100.0","Asia","100.0"
"I80810150","Józef Piłsudski University of Physical Education in Warsaw","Poland","PL","52.22977066040039","21.01177978515625","education","100.0","Europe","100.0"
"I2801198744","State Administration of Work Safety","China","CN","39.907501220703125","116.39723205566406","government","","Asia","57.31"
"I168879160","Zhejiang University of Science and Technology","China","CN","30.219491958618164","120.0273208618164","education","44.0","Asia","100.0"
"I4210130704","University of Michigan–Dearborn","United States","US","42.31972122192383","-83.23310852050781","education","33.0","North America","100.0"
"I63920570","Tennessee Technological University","United States","US","36.162841796875","-85.50164031982422","education","100.0","North America","100.0"
"I55732556","Arizona State University","United States","US","33.41476821899414","-111.90930938720705","education","100.0","North America","100.0"
"I1287896540","W.K. Kellogg Foundation","United States","US","42.31905746459961","-85.18168640136719","nonprofit","100.0","North America","100.0"
"I64935225","University of Economics in Bratislava","Slovakia","SK","48.14815902709961","17.106740951538086","education","100.0","Europe","100.0"
"I71187865","Henkel (Germany)","Germany","DE","51.176307678222656","6.837396144866943","company","100.0","Europe","100.0"
"I55133342","University of Macerata","Italy","IT","43.297889709472656","13.452930450439451","education","100.0","Europe","100.0"
"I4210162994","Xijing University","China","CN","34.258331298828125","108.9286117553711","education","100.0","Asia","100.0"
"I1328540965","Australian Institute of Marine Science","Australia","AU","-19.26638984680176","146.80569458007812","facility","100.0","Oceania","100.0"
"I4210162526","Deaconess Hospital","United States","US","39.12960815429688","-84.52243041992188","healthcare","183.0","North America","95.83"
"I2799272705","Aintree University Hospitals NHS Foundation Trust","United Kingdom","GB","53.46495819091797","-2.9309539794921875","healthcare","100.0","Europe","100.0"
"I4210156156","Office of Diversity and Inclusion","United States","US","38.50782012939453","-77.30919647216797","government","123.0","North America","98.8"
"I3129407955","Institute for High Energy Physics","Russia","RU","54.866004943847656","37.20991134643555","facility","100.0","Europe","100.0"
"I157556583","Institute of Science and Technology Austria","Austria","AT","48.30521011352539","16.325220108032227","education","100.0","Europe","100.0"
"I18167132","Universidade Presbiteriana Mackenzie","Brazil","BR","-23.54819107055664","-46.6503791809082","education","100.0","South America","100.0"
"I173212132","Vilnius University","Lithuania","LT","54.68915939331055","25.279800415039062","education","100.0","Europe","100.0"
"I121820613","Louisiana State University","United States","US","30.44331932067871","-91.18746948242188","education","100.0","North America","100.0"
"I4210089467","Institute of Physics and Technology","Russia","RU","55.67818832397461","37.5698356628418","facility","100.0","Europe","100.0"
"I3132928613","Sadjad University of Technology","Iran","IR","36.29806900024414","59.60567092895508","education","","Asia","44.81"
"I4210131288","National Engineering School of Tunis","Tunisia","TN","36.83140182495117","10.147199630737305","education","100.0","Africa","100.0"
"I4210120917","Taiwan Semiconductor Manufacturing Company (Taiwan)","Taiwan","TW","24.773706436157227","121.01508331298828","company","34.0","Asia","100.0"
"I170239107","University of South Australia","Australia","AU","-34.92866134643555","138.5986328125","education","100.0","Oceania","100.0"
"I4210129581","Kyoto University of Education","Japan","JP","34.95000076293945","135.77305603027344","education","46.0","Asia","100.0"
"I3130537802","Iqra National University","Pakistan","PK","34.007999420166016","71.5784912109375","education","","Asia","49.65"
"I4210094059","Kavli Institute for Particle Astrophysics and Cosmology","United States","US","37.42818069458008","-122.17259979248048","facility","100.0","North America","100.0"
"I185261750","University of Toronto","Canada","CA","43.70642852783203","-79.39864349365234","education","21.0","North America","100.0"
"I2802212502","TiGenix (Spain)","Spain","ES","40.5908432006836","-3.7065510749816895","company","","Europe","52.27"
"I4210136047","Weifang University of Science and Technology","China","CN","36.709999084472656","119.10193634033205","education","100.0","Asia","100.0"
"I1284584826","Social Science Research Council","United States","US","40.69538879394531","-73.99109649658203","nonprofit","100.0","North America","100.0"
"I4210146157","Dhanalakshmi Srinivasan Group of Institutions","India","IN","11.235380172729492","78.87101745605469","education","100.0","Asia","100.0"
"I4210097234","Universidad Internacional","Mexico","MX","18.93841552734375","-99.24665832519533","education","100.0","North America","100.0"
"I2800232565","Beijing Chao-Yang Hospital","China","CN","39.92672348022461","116.4545440673828","healthcare","100.0","Asia","100.0"
"I191247993","Shobhit University","India","IN","28.98002052307129","77.70635986328125","education","100.0","Asia","100.0"
"I4210114102","Institut Pierre-Simon Laplace","France","FR","48.85340881347656","2.34879994392395","facility","100.0","Europe","100.0"
"I169427155","Instituto Politécnico de Leiria","Portugal","PT","39.74362182617188","-8.807049751281738","education","100.0","Europe","100.0"
"I2800233941","Jordan Hospital","Jordan","JO","31.96051406860352","35.90007781982422","healthcare","100.0","Asia","100.0"
"I4210131997","Dalian Neusoft University of Information","China","CN","38.9122200012207","121.60221862792967","education","100.0","Asia","100.0"
"I4210123471","Institut d'électronique de microélectronique et de nanotechnologie","France","FR","50.61669158935547","3.166640043258667","facility","100.0","Europe","100.0"
"I2802833755","Walton Centre","United Kingdom","GB","53.4665412902832","-2.930999994277954","healthcare","100.0","Europe","100.0"
"I27878738","Fore School of Management","India","IN","28.62137031555176","77.21479797363281","education","","Asia","50.28"
"I8264552","Lublin University of Technology","Poland","PL","51.25","22.566669464111328","education","100.0","Europe","100.0"
"I2803096283","University of Health Sciences Lahore","Pakistan","PK","31.558000564575195","74.3507080078125","education","100.0","Asia","100.0"
"I1283055418","Indiana University Health","United States","US","39.76837921142578","-86.15804290771484","other","100.0","North America","100.0"
"I2802931750","Flinders Medical Centre","Australia","AU","-35.02204132080078","138.56814575195312","healthcare","100.0","Oceania","100.0"
"I4880106","Feng Chia University","Taiwan","TW","24.18207550048828","120.64830017089844","education","100.0","Asia","100.0"
"I126131087","University of Sindh","Pakistan","PK","25.418237686157227","68.2664794921875","education","100.0","Asia","100.0"
"I141059654","Emirates College for Advanced Education","United Arab Emirates","AE","24.44083976745605","54.40562057495117","education","","Asia","37.69"
"I4210122744","Institute of Theoretical and Applied Informatics","Poland","PL","50.29139709472656","18.637487411499023","facility","624.0","Europe","81.24"
"I67581229","Istanbul University","Turkey","TR","41.01383972167969","28.94965934753418","education","100.0","Asia","100.0"
"I110675161","Infosys (India)","India","IN","12.92066764831543","77.58612060546875","company","100.0","Asia","100.0"
"I203172682","Northern Arizona University","United States","US","35.19807052612305","-111.6512680053711","education","100.0","North America","100.0"
"I74973139","Carnegie Mellon University","United States","US","40.44062042236328","-79.99588775634766","education","52.0","North America","100.0"
"I4210129677","London Vision Clinic","United Kingdom","GB","51.52340316772461","-0.1485510021448135","healthcare","","Europe","19.34"
"I4210122009","Hygeia Hospital","Greece","GR","38.029544830322266","23.78751945495605","healthcare","100.0","Europe","100.0"
"I79161377","Punjabi University","India","IN","30.359724044799805","76.45423126220703","education","100.0","Asia","100.0"
"I4210147079","Institute for Clinical Evaluative Sciences","Canada","CA","43.70011138916016","-79.41629791259766","nonprofit","100.0","North America","100.0"
"I4210118442","Berlin Brandenburg Institute of Advanced Biodiversity Research","Germany","DE","52.46015548706055","13.28921890258789","other","100.0","Europe","100.0"
"I4210163111","Consejo Nacional de Humanidades, Ciencias y Tecnologías","Mexico","MX","19.428470611572266","-99.1276626586914","other","100.0","North America","100.0"
"I73417466","Coventry University","United Kingdom","GB","52.40655899047852","-1.5121699571609497","education","100.0","Europe","100.0"
"I39333907","Yanshan University","China","CN","39.9410400390625","119.58936309814452","education","100.0","Asia","100.0"
"I12097938","West Virginia University","United States","US","39.62953186035156","-79.95590209960938","education","100.0","North America","100.0"
"I158937107","Swiss Tropical and Public Health Institute","Switzerland","CH","47.55073928833008","7.535990238189697","facility","100.0","Europe","100.0"
"I4210123907","National University College","PR","PR","18.1777400970459","-66.11322021484375","education","100.0","Other","100.0"
"I4210124651","Phenikaa University","Vietnam","VN","20.961240768432617","105.74747467041016","education","100.0","Asia","100.0"
"I3129773123","Bennett University","India","IN","28.450210571289062","77.58432006835938","education","100.0","Asia","100.0"
"I2801680663","Asan Medical Center","South Korea","KR","37.527042388916016","127.10833740234376","healthcare","100.0","Asia","100.0"
"I4210145836","Center for Theoretical Biological Physics","United States","US","29.71739387512207","-95.4018325805664","facility","100.0","North America","100.0"
"I4210104143","Advanced Telecommunications Research Institute International","Japan","JP","35.02106857299805","135.75384521484375","facility","100.0","Asia","100.0"
"I160354086","Guangxi Medical University","China","CN","22.816669464111328","108.3166732788086","education","100.0","Asia","100.0"
"I77396741","Hunan University of Technology and Business","China","CN","28.198740005493164","112.97087097167967","education","100.0","Asia","100.0"
"I199305430","Nantong University","China","CN","32.03028106689453","120.87471771240234","education","100.0","Asia","100.0"
"I16038530","Aberystwyth University","United Kingdom","GB","52.41548156738281","-4.082920074462891","education","100.0","Europe","100.0"
"I4210128647","Human Longevity (United States)","United States","US","32.87759780883789","-117.20934295654295","company","100.0","North America","100.0"
"I4210139505","Gangneung Asan Hospital","South Korea","KR","37.52715301513672","127.10809326171876","healthcare","100.0","Asia","100.0"
"I4210120689","Universitätsklinikum Aachen","Germany","DE","50.776641845703125","6.083419799804688","healthcare","100.0","Europe","100.0"
"I91044093","Zayed University","United Arab Emirates","AE","24.45117950439453","54.3969612121582","education","100.0","Asia","100.0"
"I115498069","Jikei University School of Medicine","Japan","JP","35.66273880004883","139.7505645751953","education","100.0","Asia","100.0"
"I4387930301","NOAA Storm Prediction Center","","","35.22256851196289","-97.43948364257812","government","","","27.47"
"I173654999","American Medical Association","United States","US","41.85002899169922","-87.6500473022461","other","100.0","North America","100.0"
"I4210149717","Center for Cancer Research","United States","US","39.0040283203125","-77.10096740722656","facility","100.0","North America","100.0"
"I4210149092","Laboratoire Jean Kuntzmann","France","FR","45.17869186401367","5.714789867401123","facility","100.0","Europe","100.0"
"I4210090372","Osaka National Hospital","Japan","JP","34.69374084472656","135.50218200683594","healthcare","100.0","Asia","100.0"
"I36721946","Kuwait University","Kuwait","KW","29.339658737182617","47.91371536254883","education","100.0","Asia","100.0"
"I4210154111","Université Gustave Eiffel","France","FR","48.84999847412109","2.5999999046325684","education","100.0","Europe","100.0"
"I4210139291","Universidad de León","Mexico","MX","21.121055603027344","-101.68528747558594","education","100.0","North America","100.0"
"I1310099993","Mitsubishi Motors (Japan)","Japan","JP","35.647064208984375","139.7487030029297","company","1.0","Asia","43.94"
"I4210092184","Schlumberger (France)","France","FR","48.85915756225586","2.3104588985443115","company","","Europe","50.11"
"I2801732343","Royal Hallamshire Hospital","United Kingdom","GB","53.378231048583984","-1.493610978126526","healthcare","100.0","Europe","100.0"
"I288216842","Thamar University","Yemen","YE","14.542739868164062","44.4051399230957","education","100.0","Asia","100.0"
"I4391767784","Research Centre in Digitalization and Intelligent Robotics","","","41.83615112304688","-6.763460159301758","facility","","","32.41"
"I148297040","Netherlands Organisation for Applied Scientific Research","Netherlands","NL","52.00667190551758","4.355559825897217","other","100.0","Europe","100.0"
"I76806599","Adnan Menderes University","Turkey","TR","37.845008850097656","27.839630126953125","education","100.0","Asia","100.0"
"I1299864998","North Tees and Hartlepool NHS Foundation Trust","United Kingdom","GB","54.58294296264648","-1.3467320203781128","healthcare","","Europe","39.23"
"I35440088","ETH Zurich","Switzerland","CH","47.36666870117188","8.550000190734863","education","7.0","Europe","100.0"
"I1925986","Loyola University Chicago","United States","US","41.85002899169922","-87.6500473022461","education","100.0","North America","100.0"
"I4210127816","San’an Optoelectronics (China)","China","CN","39.07378768920898","117.0843505859375","company","","Asia","45.01"
"I119003972","Roma Tre University","Italy","IT","41.89192962646485","12.511329650878906","education","100.0","Europe","100.0"
"I83683471","University of West Florida","United States","US","30.421310424804688","-87.21691131591797","education","100.0","North America","100.0"
"I4210119759","Essen University Hospital","Germany","DE","51.45656967163086","7.012279987335205","other","100.0","Europe","100.0"
"I4210112540","Institute of Biophysics","China","CN","39.907501220703125","116.39723205566406","facility","100.0","Asia","100.0"
"I4400573236","Amrutvahini College of Engineering","","","19.09457015991211","74.7384262084961","education","","","20.65"
"I1333606569","Center for Drug Evaluation and Research","United States","US","39.0198974609375","-76.97547149658203","facility","100.0","North America","100.0"
"I4210094062","University Medical Center of the Johannes Gutenberg University Mainz","Germany","DE","49.98419189453125","8.27910041809082","healthcare","100.0","Europe","100.0"
"I4387154466","M. Kumarasamy College of Engineering","","","10.95771026611328","78.08094787597656","education","100.0","","100.0"
"I4210103216","Angstrom Designs (United States)","United States","US","34.4179801940918","-119.69284057617188","company","","North America","20.09"
"I4210153576","Kagawa Prefectural Central Hospital","Japan","JP","34.33332824707031","134.0500030517578","healthcare","100.0","Asia","100.0"
"I4210164937","Microsoft Research (United Kingdom)","United Kingdom","GB","52.19491958618164","0.134904995560646","company","100.0","Europe","100.0"
"I51226738","Dong-A University","South Korea","KR","35.115814208984375","128.96717834472656","education","100.0","Asia","100.0"
"I3018134672","Helmholtz Zentrum München","Germany","DE","48.137428283691406","11.57548999786377","facility","100.0","Europe","100.0"
"I4210163048","Jiangxi College of Applied Technology","China","CN","25.8398551940918","114.91767120361328","education","155.0","Asia","97.22"
"I106745318","NOAA National Marine Fisheries Service","United States","US","38.99066925048828","-77.02609252929688","government","100.0","North America","100.0"
"I118564535","University of Bern","Switzerland","CH","46.948089599609375","7.447440147399902","education","100.0","Europe","100.0"
"I304664074","Landmark University","Nigeria","NG","8.13385009765625","5.100289821624756","education","100.0","Africa","100.0"
"I142263535","University of Nottingham","United Kingdom","GB","52.93806838989258","-1.1967029571533203","education","100.0","Europe","100.0"
"I4210128985","Ministry of Health and Social Protection","Colombia","CO","4.619977951049805","-74.06824493408203","government","","South America","29.48"
"I4210162397","UMass Memorial Medical Center","United States","US","42.26258850097656","-71.80229187011719","healthcare","100.0","North America","100.0"
"I2801097182","Parc Científic de la Universitat de València","Spain","ES","39.502628326416016","-0.4407899975776672","education","100.0","Europe","100.0"
"I205924995","Japan Society for the Promotion of Science","Japan","JP","35.68716049194336","139.74038696289062","nonprofit","100.0","Asia","100.0"
"I119664326","University of Wolverhampton","United Kingdom","GB","52.58546829223633","-2.122960090637207","education","100.0","Europe","100.0"
"I4210104430","Laboratoire d'Informatique de Grenoble","France","FR","45.17869186401367","5.714789867401123","facility","100.0","Europe","100.0"
"I4210104879","China Land Surveying and Planning Institute","China","CN","39.93696212768555","116.36499786376952","facility","214.0","Asia","94.53"
"I86897205","Athabasca University","Canada","CA","54.71686935424805","-113.28536987304688","education","100.0","North America","100.0"
"I3132731249","Baltic International Academy","Latvia","LV","56.94599914550781","24.10589027404785","education","","Europe","28.03"
"I52170813","Ariel University","Israel","IL","32.10649871826172","35.18449020385742","education","100.0","Asia","100.0"
"I4210147344","Malaysia University of Science and Technology","Malaysia","MY","3.1541810035705566","101.5960693359375","education","100.0","Asia","100.0"
"I4210166867","National Applied Research Laboratories","Taiwan","TW","25.047760009765625","121.53185272216795","other","100.0","Asia","100.0"
"I185065464","Veer Surendra Sai University of Technology","India","IN","21.46526908874512","83.9757308959961","education","100.0","Asia","100.0"
"I17626003","University of Rhode Island","United States","US","41.48038101196289","-71.5225601196289","education","100.0","North America","100.0"
